,u_v,d_v,L_m,L_p,s_v,s_p,c_p,g
0,9.343544936160187e-05,3.97588703957356e-05,7.634774574396073e-06,149.2941807579001,-3.5112148919386776e-05,73.57549898868884,72.86111343997482,1094.9096593483566
1,0.0005471412343189227,0.0002907014882532298,3.126654684783732e-05,72.02462076969448,-6.65807383351694e-05,35.161356463659104,34.59404352385236,502.66814204097983
2,0.002860229680268774,0.0016435696614229855,0.0001250321221518455,33.851910501447826,-4.4612311751533015e-05,16.25057461444312,15.800163462117418,221.92343864456535
3,0.013610087080486177,0.00795365036709451,0.00048003091119545,15.159194026054355,0.00017475522591764659,7.045913097763293,6.689463282492342,89.97002152475457
4,0.059618653451713306,0.03442582573289902,0.0017449527633395375,6.292121369891762,0.0004306457612423186,2.7335965648161547,2.457180790439582,31.299425909077453
5,0.2313135880726135,0.12965308150200883,0.005802386394720998,2.2653807925410363,-0.0001265579405988536,0.8517371085580833,0.6632490854010611,8.152997034692607
6,0.5512372240903152,0.2713868904410041,0.010100355232325945,0.3898481360803727,-0.0003222658041364934,0.11390490344974787,0.05984920401442433,0.9070889105845987
7,0.35060974087052527,0.13023248263157344,0.0030183456887526304,0.03547319264938169,-3.99386992765339e-05,0.009104957227957185,0.0033594667088998804,0.08458842159263354
8,0.12124915825634185,0.031558328219426696,0.00037847824987194986,0.0024032844752700715,-3.4419617890271927e-06,0.0005869941348835454,0.00017842340253973495,0.008174904794978325
9,0.02011332077796066,0.0030962001697032305,1.3469938870202546e-05,5.459642840965752e-05,-1.22113552126173e-07,1.3122645783811846e-05,3.7325652398707082e-06,0.0003931456259688344
10,0.00034957384653626496,1.8192571716122362e-05,1.38785628504736e-08,5.0388199511750236e-08,-2.2288232162085576e-10,1.2854620431865581e-08,4.825330555106835e-09,1.3296138258473455e-06
