# q	x	xuv	xdv	xL-	2xL+	xs+	xc+	xb+	xg
100.00000000000000	1.0000000116860974E-007	1.1638513057476985E-004	5.5629817083513444E-005	8.3396226386867056E-006	159.14979008721230	78.505055780244120	76.906102374100755	64.245324142797813	1097.3161147706614
100.00000000000000	9.9999999747524271E-007	6.0389386977277582E-004	3.3257465705105460E-004	3.2692344792195627E-005	76.152950764474497	37.226799874549812	36.061585306773011	29.625063443985880	505.44314988138143
100.00000000000000	9.9999997473787516E-006	3.0183018601821487E-003	1.7563286740163164E-003	1.2871764339195124E-004	35.489680234912818	17.070569541634882	16.248153577817050	13.055575128199983	221.74866641730839
100.00000000000000	9.9999997473787516E-005	1.4024099547747859E-002	8.2158220554657824E-003	4.8879128169954100E-004	15.723525592397330	7.3290304532349770	6.7755433321161878	5.2766487489536367	88.931103426869640
100.00000000000000	1.0000000474974513E-003	6.0635749833595209E-002	3.4975701492450995E-002	1.7596018649315148E-003	6.4307684965335978	2.8038102839257562	2.4566803424150923	1.8203931469443533	30.517236389361848
100.00000000000000	9.9999997764825821E-003	0.23325041796957779	0.13055297503060748	5.8026373362592976E-003	2.2751710624751853	0.85773599575914472	0.66785125540585577	0.45171674825892477	7.8159702944552549
100.00000000000000	0.10000000149011612	0.54876224626778880	0.26966523370480699	9.9482991759414496E-003	0.38452830103674002	0.11219395400271670	6.4546280649175974E-002	3.7235679240061367E-002	0.85050941174246941
100.00000000000000	0.30000001192092896	0.34471948071698921	0.12771691243884670	2.9023583010310411E-003	3.4706302367684488E-002	8.8421516234970798E-003	4.0494869937152305E-003	2.1095366724836377E-003	7.8670879595322485E-002
100.00000000000000	0.50000000000000000	0.11798332522173474	3.0614882396224397E-002	3.4653453707869653E-004	2.3789026188146267E-003	5.6437911025039589E-004	2.4370445654533129E-004	1.2143741729648332E-004	7.6252377658908802E-003
100.00000000000000	0.69999998807907104	1.9335258208711750E-002	2.9654162859667713E-003	9.2472981895849911E-006	6.2099729899575164E-005	1.2547993459133440E-005	5.9901839481851958E-006	2.9753630128970659E-006	3.7045718185717042E-004
100.00000000000000	0.89999997615814209	3.3147739644216485E-004	1.6782246942351756E-005	-6.3381976474948258E-008	1.8337182947902593E-007	6.2892149593134043E-009	8.4762662339625766E-009	3.5329951715181600E-009	1.1753186019762529E-006
